+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               248 | 14 |     READY |   RUNNING |
|               253 | 14 |   RUNNING |   WAITING |
|               254 | 14 |   WAITING |     READY |
|               254 | 14 |     READY |   RUNNING |
|               259 | 14 |   RUNNING |   WAITING |
|               260 | 14 |   WAITING |     READY |
|               260 | 14 |     READY |   RUNNING |
|               265 | 14 |   RUNNING |   WAITING |
|               266 | 14 |   WAITING |     READY |
|               266 | 14 |     READY |   RUNNING |
|               271 | 14 |   RUNNING |   WAITING |
|               272 | 14 |   WAITING |     READY |
|               272 | 14 |     READY |   RUNNING |
|               277 | 14 |   RUNNING |   WAITING |
|               278 | 14 |   WAITING |     READY |
|               278 | 14 |     READY |   RUNNING |
|               283 | 14 |   RUNNING |   WAITING |
|               284 | 14 |   WAITING |     READY |
|               284 | 14 |     READY |   RUNNING |
|               289 | 14 |   RUNNING |   WAITING |
|               290 | 14 |   WAITING |     READY |
|               290 | 14 |     READY |   RUNNING |
|               295 | 14 |   RUNNING |TERMINATED |
+------------------------------------------------+
