+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               210 | 14 |     READY |   RUNNING |
|               215 | 14 |   RUNNING |   WAITING |
|               216 | 14 |   WAITING |     READY |
|               215 | 14 |     READY |   RUNNING |
|               220 | 14 |   RUNNING |   WAITING |
|               221 | 14 |   WAITING |     READY |
|               220 | 14 |     READY |   RUNNING |
|               225 | 14 |   RUNNING |   WAITING |
|               226 | 14 |   WAITING |     READY |
|               225 | 14 |     READY |   RUNNING |
|               230 | 14 |   RUNNING |   WAITING |
|               231 | 14 |   WAITING |     READY |
|               230 | 14 |     READY |   RUNNING |
|               235 | 14 |   RUNNING |   WAITING |
|               236 | 14 |   WAITING |     READY |
|               235 | 14 |     READY |   RUNNING |
|               240 | 14 |   RUNNING |   WAITING |
|               241 | 14 |   WAITING |     READY |
|               240 | 14 |     READY |   RUNNING |
|               245 | 14 |   RUNNING |   WAITING |
|               246 | 14 |   WAITING |     READY |
|               245 | 14 |     READY |   RUNNING |
|               250 | 14 |   RUNNING |TERMINATED |
+------------------------------------------------+
