+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               205 | 11 |     READY |   RUNNING |
|               210 | 11 |   RUNNING |TERMINATED |
|               210 | 12 |     READY |   RUNNING |
|               215 | 12 |   RUNNING |   WAITING |
|               216 | 12 |   WAITING |     READY |
|               215 | 14 |     READY |   RUNNING |
|               220 | 14 |   RUNNING |   WAITING |
|               221 | 14 |   WAITING |     READY |
|               220 | 10 |     READY |   RUNNING |
|               225 | 10 |   RUNNING |TERMINATED |
|               225 | 12 |     READY |   RUNNING |
|               230 | 12 |   RUNNING |   WAITING |
|               231 | 12 |   WAITING |     READY |
|               230 | 14 |     READY |   RUNNING |
|               235 | 14 |   RUNNING |   WAITING |
|               236 | 14 |   WAITING |     READY |
|               235 | 12 |     READY |   RUNNING |
|               240 | 12 |   RUNNING |   WAITING |
|               241 | 12 |   WAITING |     READY |
|               240 | 14 |     READY |   RUNNING |
|               245 | 14 |   RUNNING |TERMINATED |
|               245 | 12 |     READY |   RUNNING |
|               250 | 12 |   RUNNING |TERMINATED |
+------------------------------------------------+
